ISIN_code,company,parent_market,year,revenue,net_income,net_income_margin
ID1000095706,UNILEVER INDONESIA,Personal Products,2015,"2,646,647.00","424,505.00",0.16
ID1000095706,UNILEVER INDONESIA,Personal Products,2016,"2,972,997.00","474,349.00",0.16
ID1000095706,UNILEVER INDONESIA,Personal Products,2017,"3,037,000.00","516,275.00",0.17
ID1000096605,BANK NEGARA INDONESIA,Banks,2013,"2,773,535.00","743,989.00",0.27
ID1000096605,BANK NEGARA INDONESIA,Banks,2014,"3,409,277.00","870,620.00",0.26
ID1000096605,BANK NEGARA INDONESIA,Banks,2015,"3,264,611.00","657,714.00",0.20
ID1000096605,BANK NEGARA INDONESIA,Banks,2016,"4,301,351.00","841,621.00",0.20
ID1000096605,BANK NEGARA INDONESIA,Banks,2017,"4,777,885.00","1,003,610.00",0.21
ID1000106701,AKR CORPORINDO,Industrial Suppliers,2013,"1,835,492.00","53,266.00",0.03
ID1000106701,AKR CORPORINDO,Industrial Suppliers,2014,"1,814,157.00","65,409.00",0.04
ID1000106701,AKR CORPORINDO,Industrial Suppliers,2015,"1,433,792.00","74,982.00",0.05
ID1000106701,AKR CORPORINDO,Industrial Suppliers,2016,"1,129,158.00","75,026.00",0.07
ID1000106701,AKR CORPORINDO,Industrial Suppliers,2017,"1,347,922.00","56,448.00",0.04
ID1000106800,SEMEN GRESIK,Building Mat.& Fix.,2013,"2,013,249.00","441,269.00",0.22
ID1000106800,SEMEN GRESIK,Building Mat.& Fix.,2014,"2,179,010.00","449,403.00",0.21
ID1000106800,SEMEN GRESIK,Building Mat.& Fix.,2015,"1,954,879.00","328,001.00",0.17
ID1000106800,SEMEN GRESIK,Building Mat.& Fix.,2016,"1,939,824.00","335,616.00",0.17
ID1000106800,SEMEN GRESIK,Building Mat.& Fix.,2017,"2,050,021.00","148,444.00",0.07
ID1000108103,JASA MARGA,Transport Services,2013,"845,905.00","109,804.00",0.13
ID1000108103,JASA MARGA,Transport Services,2014,"740,841.00","113,317.00",0.15
ID1000108103,JASA MARGA,Transport Services,2015,"714,417.00","106,375.00",0.15
ID1000108103,JASA MARGA,Transport Services,2016,"1,236,696.00","140,235.00",0.11
ID1000108103,JASA MARGA,Transport Services,2017,"2,586,489.00","162,171.00",0.06
ID1000109507,BANK CENTRAL ASIA,Banks,2013,"3,416,419.00","1,171,227.00",0.34
ID1000109507,BANK CENTRAL ASIA,Banks,2014,"4,263,202.00","1,331,115.00",0.31
ID1000109507,BANK CENTRAL ASIA,Banks,2015,"4,286,779.00","1,307,120.00",0.30
ID1000109507,BANK CENTRAL ASIA,Banks,2016,"4,759,777.00","1,529,465.00",0.32
ID1000109507,BANK CENTRAL ASIA,Banks,2017,"5,080,017.00","1,718,075.00",0.34
ID1000110802,BUMI SERPONG DAMAI,"Real Estate Hold, Dev",2013,"471,756.00","221,150.00",0.47
ID1000110802,BUMI SERPONG DAMAI,"Real Estate Hold, Dev",2014,"449,889.00","308,482.00",0.69
ID1000110802,BUMI SERPONG DAMAI,"Real Estate Hold, Dev",2015,"450,459.00","155,205.00",0.34
ID1000110802,BUMI SERPONG DAMAI,"Real Estate Hold, Dev",2016,"484,080.00","133,320.00",0.28
ID1000110802,BUMI SERPONG DAMAI,"Real Estate Hold, Dev",2017,"762,656.00","364,273.00",0.48
ID1000111305,ADARO ENERGY TBK,Coal,2013,"2,829,536.00","199,162.00",0.07
ID1000111305,ADARO ENERGY TBK,Coal,2014,"3,185,122.00","170,644.00",0.05
ID1000111305,ADARO ENERGY TBK,Coal,2015,"2,620,982.00","148,834.00",0.06
ID1000111305,ADARO ENERGY TBK,Coal,2016,"2,498,162.00","331,164.00",0.13
ID1000111305,ADARO ENERGY TBK,Coal,2017,"3,219,265.00","477,502.00",0.15
ID1000111602,PERUSAHAAN GAS NEGARA,Gas Distribution,2013,"2,585,246.00","741,189.00",0.29
ID1000111602,PERUSAHAAN GAS NEGARA,Gas Distribution,2014,"3,264,760.00","692,256.00",0.21
ID1000111602,PERUSAHAAN GAS NEGARA,Gas Distribution,2015,"2,996,207.00","391,711.00",0.13
ID1000111602,PERUSAHAAN GAS NEGARA,Gas Distribution,2016,"2,904,461.00","301,181.00",0.10
ID1000111602,PERUSAHAAN GAS NEGARA,Gas Distribution,2017,"2,933,986.00","141,430.00",0.05
ID1000113301,MATAHARI DEPARTMENT SOE.,Food and broadline retailers,2013,"554,998.00","94,508.00",0.17
ID1000113301,MATAHARI DEPARTMENT SOE.,Food and broadline retailers,2014,"639,931.00","114,584.00",0.18
ID1000113301,MATAHARI DEPARTMENT SOE.,Food and broadline retailers,2015,"653,384.00","129,187.00",0.20
ID1000113301,MATAHARI DEPARTMENT SOE.,Food and broadline retailers,2016,"734,610.00","149,913.00",0.20
ID1000113301,MATAHARI DEPARTMENT SOE.,Food and broadline retailers,2017,"738,821.00","140,562.00",0.19
ID1000113707,BANK TABUNGAN NEGARA,Mortgage Finance,2013,"910,493.00","128,362.00",0.14
ID1000113707,BANK TABUNGAN NEGARA,Mortgage Finance,2014,"1,081,304.00","90,076.00",0.08
ID1000113707,BANK TABUNGAN NEGARA,Mortgage Finance,2015,"1,136,508.00","134,270.00",0.12
ID1000113707,BANK TABUNGAN NEGARA,Mortgage Finance,2016,"1,336,984.00","194,389.00",0.15
ID1000113707,BANK TABUNGAN NEGARA,Mortgage Finance,2017,"1,505,547.00","223,141.00",0.15
ID1000116700,INDOFOOD CBP SUKSES MKM.,Food Products,2013,"2,062,012.00","182,849.00",0.09
ID1000116700,INDOFOOD CBP SUKSES MKM.,Food Products,2014,"2,424,099.00","210,274.00",0.09
ID1000116700,INDOFOOD CBP SUKSES MKM.,Food Products,2015,"2,302,582.00","217,680.00",0.09
ID1000116700,INDOFOOD CBP SUKSES MKM.,Food Products,2016,"2,558,251.00","267,237.00",0.10
ID1000116700,INDOFOOD CBP SUKSES MKM.,Food Products,2017,"2,624,403.00","279,826.00",0.11
ID1000116908,TOWER BERSAMA INFR.,Telecom. Equipment,2013,"221,076.00","102,547.00",0.46
ID1000116908,TOWER BERSAMA INFR.,Telecom. Equipment,2014,"267,001.00","105,086.00",0.39
ID1000116908,TOWER BERSAMA INFR.,Telecom. Equipment,2015,"248,181.00","103,729.00",0.42
ID1000116908,TOWER BERSAMA INFR.,Telecom. Equipment,2016,"275,463.00","95,777.00",0.35
ID1000116908,TOWER BERSAMA INFR.,Telecom. Equipment,2017,"296,524.00","170,729.00",0.58
ID1000117708,CHAROEN POKPHAND INDO.,Farm Fish Plantation,2013,"2,108,710.00","207,963.00",0.10
ID1000117708,CHAROEN POKPHAND INDO.,Farm Fish Plantation,2014,"2,353,676.00","141,041.00",0.06
ID1000117708,CHAROEN POKPHAND INDO.,Farm Fish Plantation,2015,"2,184,094.00","133,259.00",0.06
ID1000117708,CHAROEN POKPHAND INDO.,Farm Fish Plantation,2016,"2,839,623.00","166,782.00",0.06
ID1000117708,CHAROEN POKPHAND INDO.,Farm Fish Plantation,2017,"3,638,649.00","184,099.00",0.05
ID1000118201,BANK RAKYAT INDONESIA,Banks,2013,"5,411,783.00","1,753,832.00",0.32
ID1000118201,BANK RAKYAT INDONESIA,Banks,2014,"6,646,805.00","1,957,340.00",0.29
ID1000118201,BANK RAKYAT INDONESIA,Banks,2015,"6,927,903.00","1,842,419.00",0.27
ID1000118201,BANK RAKYAT INDONESIA,Banks,2016,"7,979,527.00","1,944,387.00",0.24
ID1000118201,BANK RAKYAT INDONESIA,Banks,2017,"8,619,098.00","2,137,205.00",0.25
ID1000122500,PAKUWON JATI,"Real Estate Hold, Dev",2013,"248,956.00","93,083.00",0.37
ID1000122500,PAKUWON JATI,"Real Estate Hold, Dev",2014,"312,658.00","203,109.00",0.65
ID1000122500,PAKUWON JATI,"Real Estate Hold, Dev",2015,"335,513.00","91,541.00",0.27
ID1000122500,PAKUWON JATI,"Real Estate Hold, Dev",2016,"359,332.00","124,013.00",0.35
ID1000122500,PAKUWON JATI,"Real Estate Hold, Dev",2017,"421,414.00","138,034.00",0.33
ID1000122807,ASTRA INTERNATIONAL,Auto Parts,2013,"15,930,981.00","1,595,481.00",0.10
ID1000122807,ASTRA INTERNATIONAL,Auto Parts,2014,"16,285,911.00","1,548,728.00",0.10
ID1000122807,ASTRA INTERNATIONAL,Auto Parts,2015,"13,362,062.00","1,049,257.00",0.08
ID1000122807,ASTRA INTERNATIONAL,Auto Parts,2016,"13,440,998.00","1,124,957.00",0.08
ID1000122807,ASTRA INTERNATIONAL,Auto Parts,2017,"15,187,540.00","1,391,634.00",0.09
ID1000125107,KALBE FARMA,Pharmaceuticals,2013,"1,314,884.00","157,725.00",0.12
ID1000125107,KALBE FARMA,Pharmaceuticals,2014,"1,402,385.00","166,709.00",0.12
ID1000125107,KALBE FARMA,Pharmaceuticals,2015,"1,297,604.00","145,393.00",0.11
ID1000125107,KALBE FARMA,Pharmaceuticals,2016,"1,438,056.00","170,698.00",0.12
ID1000125107,KALBE FARMA,Pharmaceuticals,2017,"1,487,534.00","177,159.00",0.12
ID1000125305,SURYA CITRA MEDIA,Broadcast & Entertain,2013,"303,595.00","105,150.00",0.35
ID1000125305,SURYA CITRA MEDIA,Broadcast & Entertain,2014,"327,469.00","117,371.00",0.36
ID1000125305,SURYA CITRA MEDIA,Broadcast & Entertain,2015,"307,434.00","110,520.00",0.36
ID1000125305,SURYA CITRA MEDIA,Broadcast & Entertain,2016,"335,805.00","111,407.00",0.33
ID1000125305,SURYA CITRA MEDIA,Broadcast & Entertain,2017,"328,273.00","98,136.00",0.30
ID1000126105,WASKITA KARYA PERSERO,Heavy Construction,2013,"795,942.00","30,243.00",0.04
ID1000126105,WASKITA KARYA PERSERO,Heavy Construction,2014,"830,587.00","40,495.00",0.05
ID1000126105,WASKITA KARYA PERSERO,Heavy Construction,2015,"1,026,678.00","76,006.00",0.07
ID1000126105,WASKITA KARYA PERSERO,Heavy Construction,2016,"1,765,693.00","127,167.00",0.07
ID1000126105,WASKITA KARYA PERSERO,Heavy Construction,2017,"3,332,441.00","286,104.00",0.09
ID1000129000,TELEKOMUNIKASI INDONESIA,Fixed Line Telecom.,2013,"6,817,339.00","1,167,215.00",0.17
ID1000129000,TELEKOMUNIKASI INDONESIA,Fixed Line Telecom.,2014,"7,242,310.00","1,181,914.00",0.16
ID1000129000,TELEKOMUNIKASI INDONESIA,Fixed Line Telecom.,2015,"7,433,443.00","1,123,613.00",0.15
ID1000129000,TELEKOMUNIKASI INDONESIA,Fixed Line Telecom.,2016,"8,634,841.00","1,436,406.00",0.17
ID1000129000,TELEKOMUNIKASI INDONESIA,Fixed Line Telecom.,2017,"9,453,176.00","1,632,209.00",0.17
IE0001827041,CRH (DUB),Building Mat.& Fix.,2013,"24,846,717.00","-407,888.00",-0.02
IE0001827041,CRH (DUB),Building Mat.& Fix.,2014,"22,884,576.00","704,252.00",0.03
IE0001827041,CRH (DUB),Building Mat.& Fix.,2015,"25,675,596.00","786,509.00",0.03
IE0001827041,CRH (DUB),Building Mat.& Fix.,2016,"28,587,945.00","1,311,054.00",0.05
IE0001827041,CRH (DUB),Building Mat.& Fix.,2017,"30,283,377.00","1,747,118.00",0.06
IE0002424939,DCC,Industrial Suppliers,2013,"17,867,501.00","179,635.00",0.01
IE0002424939,DCC,Industrial Suppliers,2014,"16,162,077.00","174,453.00",0.01
IE0002424939,DCC,Industrial Suppliers,2015,"14,760,100.00","222,931.00",0.02
IE0002424939,DCC,Industrial Suppliers,2016,"15,239,371.00","255,925.00",0.02
IE0002424939,DCC,Industrial Suppliers,2017,"19,910,065.00","365,444.00",0.02
IE0004906560,KERRY GROUP 'A',Food Products,2013,"8,042,972.00","116,303.00",0.01
IE0004906560,KERRY GROUP 'A',Food Products,2014,"6,965,807.00","580,706.00",0.08
IE0004906560,KERRY GROUP 'A',Food Products,2015,"6,631,984.00","570,762.00",0.09
IE0004906560,KERRY GROUP 'A',Food Products,2016,"6,466,251.00","562,287.00",0.09
IE0004906560,KERRY GROUP 'A',Food Products,2017,"7,694,403.00","706,652.00",0.09
IE00B1RR8406,SMURFIT KAPPA GROUP,Containers & Package,2013,"10,964,745.00","259,064.00",0.02
IE00B1RR8406,SMURFIT KAPPA GROUP,Containers & Package,2014,"9,780,881.00","291,623.00",0.03
IE00B1RR8406,SMURFIT KAPPA GROUP,Containers & Package,2015,"8,809,114.00","434,535.00",0.05
IE00B1RR8406,SMURFIT KAPPA GROUP,Containers & Package,2016,"8,605,706.00","468,309.00",0.05
IE00B1RR8406,SMURFIT KAPPA GROUP,Containers & Package,2017,"10,280,978.00","500,720.00",0.05
IE00B4BNMY34,ACCENTURE CLASS A,Business Support Svs.,2013,"28,562,810.00","3,281,878.00",0.11
IE00B4BNMY34,ACCENTURE CLASS A,Business Support Svs.,2014,"30,002,394.00","2,941,498.00",0.10
IE00B4BNMY34,ACCENTURE CLASS A,Business Support Svs.,2015,"31,047,931.00","3,053,581.00",0.10
IE00B4BNMY34,ACCENTURE CLASS A,Business Support Svs.,2016,"32,882,723.00","4,111,892.00",0.13
IE00B4BNMY34,ACCENTURE CLASS A,Business Support Svs.,2017,"34,850,182.00","3,445,149.00",0.10
IE00B4Q5ZN47,JAZZ PHARMACEUTICALS,Pharmaceuticals,2013,"903,933.00","224,125.00",0.25
IE00B4Q5ZN47,JAZZ PHARMACEUTICALS,Pharmaceuticals,2014,"1,074,850.00","53,507.00",0.05
IE00B4Q5ZN47,JAZZ PHARMACEUTICALS,Pharmaceuticals,2015,"1,304,850.00","324,572.00",0.25
IE00B4Q5ZN47,JAZZ PHARMACEUTICALS,Pharmaceuticals,2016,"1,421,944.00","379,221.00",0.27
IE00B4Q5ZN47,JAZZ PHARMACEUTICALS,Pharmaceuticals,2017,"1,706,275.00","350,752.00",0.21
IE00B56GVS15,ALKERMES,Pharmaceuticals,2013,,,
IE00B56GVS15,ALKERMES,Pharmaceuticals,2014,"567,073.00","-27,549.00",-0.05
IE00B56GVS15,ALKERMES,Pharmaceuticals,2015,"618,872.00","-223,742.00",-0.36
IE00B56GVS15,ALKERMES,Pharmaceuticals,2016,"712,604.00","-199,194.00",-0.28
IE00B56GVS15,ALKERMES,Pharmaceuticals,2017,"952,252.00","-152,471.00",-0.16
IE00B58JVZ52,SEAGATE TECH.,Computer Hardware,2013,"14,351,000.00","1,838,000.00",0.13
IE00B58JVZ52,SEAGATE TECH.,Computer Hardware,2014,"13,724,000.00","1,570,000.00",0.11
IE00B58JVZ52,SEAGATE TECH.,Computer Hardware,2015,"13,739,000.00","1,742,000.00",0.13
IE00B58JVZ52,SEAGATE TECH.,Computer Hardware,2016,"11,160,000.00","248,000.00",0.02
IE00B58JVZ52,SEAGATE TECH.,Computer Hardware,2017,"10,771,000.00","772,000.00",0.07
IE00B6330302,INGERSOLL-RAND,Industrial Machinery,2013,"12,796,577.00","641,150.00",0.05
IE00B6330302,INGERSOLL-RAND,Industrial Machinery,2014,"11,813,984.00","853,832.00",0.07
IE00B6330302,INGERSOLL-RAND,Industrial Machinery,2015,"13,100,379.00","654,591.00",0.05
IE00B6330302,INGERSOLL-RAND,Industrial Machinery,2016,"12,909,438.00","1,410,693.00",0.11
IE00B6330302,INGERSOLL-RAND,Industrial Machinery,2017,"14,965,782.00","1,350,943.00",0.09
IE00B8KQN827,EATON,Divers. Industrials,2013,"22,046,000.00","1,861,000.00",0.08
IE00B8KQN827,EATON,Divers. Industrials,2014,"22,552,000.00","1,793,000.00",0.08
IE00B8KQN827,EATON,Divers. Industrials,2015,"20,855,000.00","1,979,000.00",0.09
IE00B8KQN827,EATON,Divers. Industrials,2016,"19,747,000.00","1,922,000.00",0.10
IE00B8KQN827,EATON,Divers. Industrials,2017,"20,404,000.00","2,923,000.00",0.14
IE00BD1RP616,BANK OF IRELAND GROUP,Banks,2013,"8,050,276.00","-967,356.00",-0.12
IE00BD1RP616,BANK OF IRELAND GROUP,Banks,2014,"7,721,366.00","780,486.00",0.10
IE00BD1RP616,BANK OF IRELAND GROUP,Banks,2015,"6,378,976.00","809,322.00",0.13
IE00BD1RP616,BANK OF IRELAND GROUP,Banks,2016,"5,812,727.00","750,982.00",0.13
IE00BD1RP616,BANK OF IRELAND GROUP,Banks,2017,"6,260,806.00","763,689.00",0.12
IE00BDB6Q211,WILLIS TOWERS WATSON,Insurance Brokers,2013,"3,655,000.00","365,000.00",0.10
IE00BDB6Q211,WILLIS TOWERS WATSON,Insurance Brokers,2014,"3,802,000.00","362,000.00",0.10
IE00BDB6Q211,WILLIS TOWERS WATSON,Insurance Brokers,2015,"3,829,000.00","373,000.00",0.10
IE00BDB6Q211,WILLIS TOWERS WATSON,Insurance Brokers,2016,"7,887,000.00","420,000.00",0.05
IE00BDB6Q211,WILLIS TOWERS WATSON,Insurance Brokers,2017,"8,202,000.00","638,000.00",0.08
IE00BF0L3536,AIB GROUP,Banks,2013,"5,436,210.00","-2,200,666.00",-0.40
IE00BF0L3536,AIB GROUP,Banks,2014,"4,748,259.00","1,107,201.00",0.23
IE00BF0L3536,AIB GROUP,Banks,2015,"3,889,090.00","1,014,640.00",0.26
IE00BF0L3536,AIB GROUP,Banks,2016,"3,733,815.00","1,391,215.00",0.37
IE00BF0L3536,AIB GROUP,Banks,2017,"3,980,547.00","1,293,227.00",0.32
IE00BFRT3W74,ALLEGION,Electrical Equipment,2013,"2,093,500.00","31,000.00",0.01
IE00BFRT3W74,ALLEGION,Electrical Equipment,2014,"2,118,300.00","175,200.00",0.08
IE00BFRT3W74,ALLEGION,Electrical Equipment,2015,"2,068,100.00","153,900.00",0.07
IE00BFRT3W74,ALLEGION,Electrical Equipment,2016,"2,238,000.00","229,100.00",0.10
IE00BFRT3W74,ALLEGION,Electrical Equipment,2017,"2,408,200.00","325,600.00",0.14
IE00BGH1M568,PERRIGO,Pharmaceuticals,2013,"3,539,800.00","441,900.00",0.12
IE00BGH1M568,PERRIGO,Pharmaceuticals,2014,"4,060,800.00","205,300.00",0.05
IE00BGH1M568,PERRIGO,Pharmaceuticals,2015,"5,539,200.00","263,200.00",0.05
IE00BGH1M568,PERRIGO,Pharmaceuticals,2016,"5,280,700.00","-4,012,800.00",-0.76
IE00BGH1M568,PERRIGO,Pharmaceuticals,2017,"4,946,000.00","134,700.00",0.03
IE00BLS09M33,PENTAIR,Industrial Machinery,2013,"7,479,700.00","536,800.00",0.07
IE00BLS09M33,PENTAIR,Industrial Machinery,2014,"7,039,000.00","600,600.00",0.09
IE00BLS09M33,PENTAIR,Industrial Machinery,2015,"6,449,000.00","-69,700.00",-0.01
IE00BLS09M33,PENTAIR,Industrial Machinery,2016,"4,890,000.00","521,600.00",0.11
IE00BLS09M33,PENTAIR,Industrial Machinery,2017,"4,936,500.00","548,300.00",0.11
IE00BTN1Y115,MEDTRONIC,Medical Equipment,2013,"16,590,000.00","3,467,000.00",0.21
IE00BTN1Y115,MEDTRONIC,Medical Equipment,2014,"17,005,000.00","3,065,000.00",0.18
IE00BTN1Y115,MEDTRONIC,Medical Equipment,2015,"20,261,000.00","2,675,000.00",0.13
IE00BTN1Y115,MEDTRONIC,Medical Equipment,2016,"28,833,000.00","3,538,000.00",0.12
IE00BTN1Y115,MEDTRONIC,Medical Equipment,2017,"29,953,000.00","5,560,000.00",0.19
IE00BWT6H894,PADDY POWER BETFAIR(DUB),Gambling,2013,"1,026,879.00","169,748.00",0.17
IE00BWT6H894,PADDY POWER BETFAIR(DUB),Gambling,2014,"1,066,834.00","175,348.00",0.16
IE00BWT6H894,PADDY POWER BETFAIR(DUB),Gambling,2015,"1,188,399.00","160,010.00",0.13
IE00BWT6H894,PADDY POWER BETFAIR(DUB),Gambling,2016,"1,928,230.00","-7,323.00",0.00
IE00BWT6H894,PADDY POWER BETFAIR(DUB),Gambling,2017,"2,395,461.00","298,781.00",0.12
IE00BY7QL619,JOHNSON CONTROLS INTL.,Business Support Svs.,2013,"10,647,000.00","536,000.00",0.05
IE00BY7QL619,JOHNSON CONTROLS INTL.,Business Support Svs.,2014,"10,340,000.00","1,838,000.00",0.18
IE00BY7QL619,JOHNSON CONTROLS INTL.,Business Support Svs.,2015,"9,902,000.00","551,000.00",0.06
IE00BY7QL619,JOHNSON CONTROLS INTL.,Business Support Svs.,2016,"37,674,000.00","-868,000.00",-0.02
IE00BY7QL619,JOHNSON CONTROLS INTL.,Business Support Svs.,2017,"30,172,000.00","1,611,000.00",0.05
IE00BY9D5467,ALLERGAN,Pharmaceuticals,2013,"8,677,600.00","-750,400.00",-0.09
IE00BY9D5467,ALLERGAN,Pharmaceuticals,2014,"13,062,300.00","-1,630,500.00",-0.12
IE00BY9D5467,ALLERGAN,Pharmaceuticals,2015,"15,071,000.00","3,683,200.00",0.24
IE00BY9D5467,ALLERGAN,Pharmaceuticals,2016,"14,570,600.00","14,695,000.00",1.01
IE00BY9D5467,ALLERGAN,Pharmaceuticals,2017,"15,940,700.00","-7,203,900.00",-0.45
IE00BYTBXV33,RYANAIR HOLDINGS,Transport - Air,2013,"6,730,152.00","784,495.00",0.12
IE00BYTBXV33,RYANAIR HOLDINGS,Transport - Air,2014,"6,094,688.00","632,617.00",0.10
IE00BYTBXV33,RYANAIR HOLDINGS,Transport - Air,2015,"6,142,154.00","941,529.00",0.15
IE00BYTBXV33,RYANAIR HOLDINGS,Transport - Air,2016,"6,893,635.00","1,644,461.00",0.24
IE00BYTBXV33,RYANAIR HOLDINGS,Transport - Air,2017,"7,109,883.00","1,407,367.00",0.20
IL0002300114,BEZEQ THE ISRAELI TELECM CORP.LTD.,Fixed Line Telecom.,2013,"2,755,111.00","510,227.00",0.19
IL0002300114,BEZEQ THE ISRAELI TELECM CORP.LTD.,Fixed Line Telecom.,2014,"2,326,893.00","542,471.00",0.23
IL0002300114,BEZEQ THE ISRAELI TELECM CORP.LTD.,Fixed Line Telecom.,2015,"2,566,131.00","442,295.00",0.17
IL0002300114,BEZEQ THE ISRAELI TELECM CORP.LTD.,Fixed Line Telecom.,2016,"2,620,157.00","323,232.00",0.12
IL0002300114,BEZEQ THE ISRAELI TELECM CORP.LTD.,Fixed Line Telecom.,2017,"2,819,711.00","355,740.00",0.13
IL0002730112,NICE,Telecom. Equipment,2013,"984,804.00","57,343.00",0.06
IL0002730112,NICE,Telecom. Equipment,2014,"932,240.00","94,985.00",0.10
IL0002730112,NICE,Telecom. Equipment,2015,"925,673.00","258,498.00",0.28
IL0002730112,NICE,Telecom. Equipment,2016,"1,009,068.00","116,175.00",0.12
IL0002730112,NICE,Telecom. Equipment,2017,"1,370,301.00","115,507.00",0.08
IL0002810146,ICL,Specialty Chemicals,2013,"6,506,207.00","849,202.00",0.13
IL0002810146,ICL,Specialty Chemicals,2014,"5,631,105.00","427,172.00",0.08
IL0002810146,ICL,Specialty Chemicals,2015,"5,398,039.00","508,344.00",0.09
IL0002810146,ICL,Specialty Chemicals,2016,"5,328,812.00","-121,222.00",-0.02
IL0002810146,ICL,Specialty Chemicals,2017,"5,573,156.00","374,424.00",0.07
IL0006046119,LEUMI LTD.,Banks,2013,"4,751,652.00","560,933.00",0.12
IL0006046119,LEUMI LTD.,Banks,2014,"3,676,260.00","385,974.00",0.10
IL0006046119,LEUMI LTD.,Banks,2015,"3,742,414.00","728,591.00",0.19
IL0006046119,LEUMI LTD.,Banks,2016,"3,864,757.00","725,194.00",0.19
IL0006046119,LEUMI LTD.,Banks,2017,"4,377,192.00","913,691.00",0.21
IL0006625771,BANK HAPOALIM B M LTD.,Banks,2013,"5,379,136.00","743,301.00",0.14
IL0006625771,BANK HAPOALIM B M LTD.,Banks,2014,"4,348,503.00","704,107.00",0.16
IL0006625771,BANK HAPOALIM B M LTD.,Banks,2015,"4,189,078.00","792,070.00",0.19
IL0006625771,BANK HAPOALIM B M LTD.,Banks,2016,"4,343,370.00","682,841.00",0.16
IL0006625771,BANK HAPOALIM B M LTD.,Banks,2017,"4,830,869.00","766,210.00",0.16
IL0006954379,MIZRAHI TEFAHOT LTD.,Banks,2013,"2,283,777.00","310,573.00",0.14
IL0006954379,MIZRAHI TEFAHOT LTD.,Banks,2014,"1,741,251.00","278,302.00",0.16
IL0006954379,MIZRAHI TEFAHOT LTD.,Banks,2015,"1,637,081.00","291,436.00",0.18
IL0006954379,MIZRAHI TEFAHOT LTD.,Banks,2016,"1,763,227.00","328,949.00",0.19
IL0006954379,MIZRAHI TEFAHOT LTD.,Banks,2017,"2,215,672.00","388,002.00",0.18
IL0010810823,FRUTAROM,Specialty Chemicals,2013,"698,901.00","65,491.00",0.09
IL0010810823,FRUTAROM,Specialty Chemicals,2014,"755,224.00","79,853.00",0.11
IL0010810823,FRUTAROM,Specialty Chemicals,2015,"871,672.00","94,737.00",0.11
IL0010810823,FRUTAROM,Specialty Chemicals,2016,"1,139,729.00","108,549.00",0.10
IL0010810823,FRUTAROM,Specialty Chemicals,2017,"1,401,411.00","153,965.00",0.11
IL0010811243,ELBIT SYSTEMS,Defense,2013,"3,034,603.00","190,280.00",0.06
IL0010811243,ELBIT SYSTEMS,Defense,2014,"2,726,067.00","157,560.00",0.06
IL0010811243,ELBIT SYSTEMS,Defense,2015,"3,103,579.00","202,248.00",0.07
IL0010811243,ELBIT SYSTEMS,Defense,2016,"3,239,436.00","235,399.00",0.07
IL0010811243,ELBIT SYSTEMS,Defense,2017,"3,474,556.00","257,220.00",0.07
IL0010824113,CHECK POINT SFTW.TECHS.,Software,2013,"1,446,269.00","677,226.00",0.47
IL0010824113,CHECK POINT SFTW.TECHS.,Software,2014,"1,378,415.00","607,804.00",0.44
IL0010824113,CHECK POINT SFTW.TECHS.,Software,2015,"1,627,739.00","684,983.00",0.42
IL0010824113,CHECK POINT SFTW.TECHS.,Software,2016,"1,730,200.00","720,226.00",0.42
IL0010824113,CHECK POINT SFTW.TECHS.,Software,2017,"1,907,770.00","825,916.00",0.43
IL0011194789,AZRIELI GROUP,"Real Estate Hold, Dev",2013,"2,534,023.00","267,804.00",0.11
IL0011194789,AZRIELI GROUP,"Real Estate Hold, Dev",2014,"1,832,610.00","218,295.00",0.12
IL0011194789,AZRIELI GROUP,"Real Estate Hold, Dev",2015,"1,564,285.00","210,994.00",0.13
IL0011194789,AZRIELI GROUP,"Real Estate Hold, Dev",2016,"625,007.00","470,303.00",0.75
IL0011194789,AZRIELI GROUP,"Real Estate Hold, Dev",2017,"746,623.00","419,399.00",0.56
IM00B5VQMV65,GVC HOLDINGS,Gambling,2013,"232,065.00","16,954.00",0.07
IM00B5VQMV65,GVC HOLDINGS,Gambling,2014,"272,022.00","49,083.00",0.18
IM00B5VQMV65,GVC HOLDINGS,Gambling,2015,"269,118.00","26,788.00",0.10
IM00B5VQMV65,GVC HOLDINGS,Gambling,2016,"868,376.00","-145,872.00",-0.17
IM00B5VQMV65,GVC HOLDINGS,Gambling,2017,"1,076,008.00","8,285.00",0.01
IM00BDD7WV31,NEPI ROCKCASTLE,"Real Estate Hold, Dev",2013,"78,525.00","80,795.00",1.03
IM00BDD7WV31,NEPI ROCKCASTLE,"Real Estate Hold, Dev",2014,"109,623.00","124,082.00",1.13
IM00BDD7WV31,NEPI ROCKCASTLE,"Real Estate Hold, Dev",2015,"158,626.00","168,859.00",1.06
IM00BDD7WV31,NEPI ROCKCASTLE,"Real Estate Hold, Dev",2016,"212,419.00","238,350.00",1.12
IM00BDD7WV31,NEPI ROCKCASTLE,"Real Estate Hold, Dev",2017,"212,419.00","238,350.00",1.12
INE001A01036,HOUSING DEVELOPMENT FIN.,Mortgage Finance,2013,"5,817,948.00","1,071,845.00",0.18
INE001A01036,HOUSING DEVELOPMENT FIN.,Mortgage Finance,2014,"6,456,204.00","1,256,975.00",0.19
INE001A01036,HOUSING DEVELOPMENT FIN.,Mortgage Finance,2015,"7,303,269.00","1,322,897.00",0.18
